Id,SalePrice
1167,166176.0
294,242453.0
1776,197393.0
540,178185.0
1717,202008.0
2303,112927.0
116,200568.0
127,123395.0
1371,124750.0
1014,163049.0
1507,82998.0
702,145311.0
750,138445.0
261,146738.0
1559,38525.0
577,223158.0
2812,197474.0
2080,157666.0
1368,124408.0
2376,119851.0
659,84408.0
1235,122779.0
332,59098.0
1917,143470.0
2094,242598.0
1460,271595.0
1471,215487.0
1509,115257.0
1922,135501.0
433,445132.0
460,253118.0
1116,258363.0
1137,178279.0
53,165655.0
2354,257046.0
1475,195322.0
1761,511439.0
842,140128.0
2739,189819.0
2509,146633.0
1007,195389.0
2610,182310.0
1952,52024.0
2719,198563.0
2921,70111.0
1966,130916.0
292,120519.0
1204,209277.0
1829,238869.0
2419,175968.0
391,155633.0
798,107820.0
481,191108.0
193,209216.0
555,105439.0
899,43349.0
2357,180874.0
328,118846.0
1356,112452.0
1154,94734.0
1730,161125.0
2249,143838.0
1119,272884.0
2856,133946.0
1394,136871.0
2587,107840.0
61,290150.0
2661,200441.0
2711,125123.0
1147,183385.0
757,127422.0
2623,58032.0
2378,136292.0
1413,144994.0
1722,213308.0
1112,205252.0
1623,198391.0
1201,192393.0
1513,99827.0
957,280776.0
1171,270005.0
1145,197124.0
2726,248092.0
703,155083.0
760,77472.0
1964,125027.0
2512,179229.0
159,175651.0
1281,187506.0
468,177297.0
290,104577.0
665,80505.0
1463,254971.0
1792,214450.0
923,145536.0
500,286097.0
1408,188728.0
331,49053.0
170,137572.0
2192,75723.0
2571,321591.0
2314,170715.0
2647,64829.0
422,393899.0
2457,336881.0
1838,191113.0
2805,248579.0
1645,153221.0
1711,280750.0
2825,244643.0
322,294819.0
2103,259165.0
342,121338.0
600,97267.0
488,183120.0
1725,288536.0
2246,283260.0
2847,170260.0
806,247062.0
530,227660.0
963,208094.0
2678,54207.0
171,79965.0
2401,382431.0
805,224478.0
2259,262853.0
1748,173262.0
1361,138477.0
1677,129716.0
1406,156378.0
2322,234741.0
688,174604.0
143,144091.0
804,210752.0
1214,177548.0
2828,153615.0
1999,212745.0
2467,184738.0
2665,160944.0
1538,338588.0
398,104851.0
2822,140176.0
2157,148509.0
1856,176144.0
1269,74062.0
2570,117728.0
2320,230306.0
1517,115376.0
2304,109529.0
1312,89142.0
2012,132872.0
506,213547.0
2865,184587.0
2367,114919.0
554,84767.0
238,131889.0
1954,93369.0
2488,139136.0
2291,67669.0
1969,71770.0
2725,177806.0
1482,160883.0
2763,209622.0
503,257126.0
1584,251359.0
1531,149675.0
2210,182915.0
459,304237.0
556,132886.0
1347,142347.0
1290,58024.0
1388,95872.0
1571,204421.0
2754,194782.0
765,133086.0
2494,113088.0
2870,214671.0
7,209184.0
1114,245674.0
2418,273324.0
291,127858.0
18,336239.0
39,337474.0
1001,245009.0
2442,235953.0
616,110349.0
2680,39107.0
1414,110169.0
289,118896.0
40,247781.0
860,124439.0
409,137509.0
673,163938.0
2427,162661.0
2036,215253.0
2564,139189.0
642,186259.0
1008,177620.0
1908,161265.0
2519,228181.0
1369,86314.0
2855,157247.0
712,63980.0
1943,101605.0
1958,131516.0
107,164574.0
2295,214978.0
704,96223.0
676,105129.0
259,183182.0
93,293585.0
106,241864.0
2315,176122.0
1050,96876.0
1095,194914.0
2709,150247.0
758,174771.0
1496,160367.0
2370,125872.0
2458,285621.0
2733,128631.0
161,278853.0
726,148107.0
845,207061.0
947,256209.0
2232,121040.0
2563,153587.0
2299,169960.0
211,78523.0
605,172023.0
1478,197246.0
2247,281470.0
2274,212036.0
2869,212200.0
967,211061.0
2656,92644.0
667,233497.0
1042,127213.0
2023,149889.0
2447,375269.0
2055,116516.0
2275,259945.0
2204,155563.0
1563,265496.0
483,216873.0
796,123105.0
1526,134252.0
2042,164542.0
442,322008.0
1693,287785.0
1468,220406.0
1430,175171.0
2605,190697.0
1529,174564.0
335,134709.0
1287,121508.0
31,109696.0
1785,272156.0
82,155881.0
2620,116809.0
252,191925.0
721,48718.0
2165,170393.0
2316,177491.0
775,123206.0
1558,92858.0
17,235385.0
1022,250675.0
925,91758.0
438,267164.0
1270,138654.0
1272,114804.0
215,133281.0
266,223621.0
2402,263268.0
1250,126514.0
1984,128067.0
1279,133827.0
377,264805.0
1252,128167.0
2156,282366.0
499,337415.0
1374,104746.0
2898,265101.0
401,102766.0
2721,179498.0
2078,247737.0
2589,106152.0
1946,249330.0
1334,114213.0
2781,240771.0
431,361304.0
576,220235.0
1474,213128.0
2254,146261.0
2155,295759.0
885,87780.0
643,123782.0
1944,115574.0
480,189168.0
2845,89048.0
2387,287577.0
2407,190952.0
2527,176793.0
2514,145449.0
629,189911.0
80,203369.0
1876,139491.0
1546,117784.0
2518,171224.0
2347,171435.0
783,199257.0
1322,28789.0
194,46019.0
1770,300234.0
2143,128375.0
1229,216045.0
511,292862.0
46,213643.0
1348,164299.0
2465,182735.0
387,229752.0
873,226022.0
1918,116624.0
2764,242082.0
2184,118683.0
934,143025.0
1920,131298.0
2631,160838.0
1768,519879.0
2040,100810.0
1749,205349.0
834,225465.0
1457,237134.0
79,123402.0
2302,110310.0
1817,126311.0
2755,234415.0
359,167039.0
2059,103467.0
2092,260261.0
2516,228599.0
150,98295.0
1656,152138.0
83,84521.0
2411,169167.0
795,48368.0
2312,233738.0
2917,69400.0
1624,177284.0
2215,292331.0
1211,165203.0
1485,160279.0
1024,191327.0
570,209828.0
2874,125709.0
700,164878.0
2756,210673.0
2022,179778.0
583,241579.0
2392,317297.0
2424,192140.0
212,128575.0
736,118715.0
1610,182531.0
890,117559.0
467,178567.0
578,244441.0
1747,178561.0
1149,154529.0
2758,255733.0
857,123419.0
2219,258909.0
733,95484.0
2909,106721.0
1798,254503.0
235,126588.0
2366,131279.0
1027,121343.0
1195,129560.0
1303,-9776.0
148,201203.0
608,177932.0
2515,201136.0
821,254628.0
2500,276702.0
745,94371.0
741,124760.0
1611,104978.0
2532,107941.0
1081,232590.0
1692,387951.0
2520,190936.0
276,107836.0
1992,113050.0
663,5377.0
418,132358.0
1733,171740.0
2359,159431.0
253,185035.0
1518,154180.0
2035,132571.0
2919,59812.0
1540,228293.0
2120,143961.0
1674,166006.0
256,144246.0
2361,74004.0
978,56605.0
2280,152531.0
2095,229966.0
1709,320221.0
2801,252014.0
1246,79818.0
2373,108795.0
1055,281225.0
2017,98866.0
1099,293841.0
1344,65115.0
835,175079.0
1117,210346.0
2043,71881.0
2085,116900.0
410,145258.0
2650,100917.0
2867,148562.0
1668,108261.0
1161,157515.0
2122,170736.0
2539,145881.0
1047,136554.0
1445,112407.0
541,120131.0
569,219240.0
1276,101399.0
918,132377.0
326,161426.0
1936,112759.0
895,76457.0
257,148385.0
1241,205180.0
1545,109966.0
1189,176118.0
270,155149.0
2066,227744.0
693,97245.0
1259,152053.0
2916,151888.0
2321,261270.0
1977,103560.0
1895,155280.0
1240,158863.0
85,160375.0
1823,121337.0
825,307988.0
110,232784.0
697,112427.0
2297,96127.0
1231,131966.0
1355,127326.0
968,331820.0
584,227176.0
1315,119786.0
1606,137744.0
206,107970.0
1685,320064.0
2016,123318.0
869,204176.0
2135,121522.0
2346,179141.0
2430,231105.0
2198,58485.0
2652,109698.0
27,106427.0
241,164196.0
906,125563.0
1506,93729.0
2098,346384.0
1435,233189.0
2213,106943.0
1274,130839.0
743,8589.0
1737,185458.0
2797,280689.0
2185,59686.0
58,170008.0
830,202154.0
808,114743.0
680,154365.0
1153,112290.0
1291,129804.0
1818,171958.0
2161,177394.0
1883,110956.0
350,336488.0
2473,139341.0
295,189242.0
293,194829.0
859,102718.0
288,33415.0
1578,128601.0
102,206010.0
2831,165023.0
1030,169647.0
2551,135120.0
1286,137935.0
958,296332.0
776,124549.0
72,222946.0
2263,243209.0
1866,151034.0
2876,34306.0
2146,258841.0
103,169821.0
1500,150810.0
492,172333.0
167,131260.0
2597,111277.0
2685,86793.0
1035,143811.0
1220,17292.0
2602,138989.0
2159,204448.0
695,149322.0
1109,275425.0
640,218609.0
1652,153370.0
2090,191840.0
1188,197100.0
2345,239866.0
1059,381085.0
2751,237513.0
128,233192.0
1523,167320.0
2925,197931.0
2145,313597.0
1121,214705.0
566,278723.0
565,227479.0
1331,126651.0
2928,111726.0
156,143972.0
797,152119.0
327,86442.0
2859,128538.0
1453,103188.0
1762,352099.0
1868,206500.0
1760,177370.0
1113,244638.0
1812,185026.0
117,159688.0
1142,230794.0
2342,345695.0
927,117446.0
2478,188761.0
655,44362.0
2064,101298.0
369,249000.0
2239,102564.0
2732,215202.0
1653,169035.0
959,204787.0
2395,304115.0
1412,104286.0
271,252399.0
1484,162166.0
1497,147767.0
552,168958.0
2,118379.0
1855,315118.0
4,262243.0
2292,159031.0
134,139832.0
646,94192.0
42,293511.0
532,228120.0
713,86211.0
2561,133461.0
2360,117508.0
1333,118158.0
1407,186064.0
2892,279728.0
574,229463.0
1227,194544.0
2591,230040.0
1476,224730.0
1125,267577.0
1446,122162.0
408,105307.0
1101,289032.0
2251,189477.0
373,211751.0
2554,97198.0
2382,259040.0
1985,58729.0
519,232767.0
1093,197006.0
864,254313.0
2889,158320.0
2308,213175.0
986,157709.0
1302,150305.0
585,162373.0
2708,151133.0
147,140660.0
1441,234803.0
383,167157.0
285,170745.0
181,106060.0
358,162748.0
780,171754.0
258,196686.0
1865,249104.0
692,132506.0
2902,329580.0
508,262238.0
2638,141856.0
36,141787.0
611,176478.0
2281,116411.0
1678,118648.0
1696,411487.0
1557,60371.0
2180,150392.0
1726,210713.0
951,148881.0
267,225960.0
2706,137909.0
2221,238430.0
1357,174101.0
2901,312536.0
347,180915.0
2164,193049.0
1586,304267.0
360,150214.0
1769,242113.0
2617,150422.0
1879,158637.0
991,219177.0
1535,99054.0
1191,147218.0
1579,196161.0
1882,132508.0
1510,104134.0
2196,187836.0
1845,187504.0
2336,329553.0
942,74358.0
861,115533.0
2555,81483.0
1392,162409.0
2099,260525.0
1543,126296.0
948,276559.0
1239,168859.0
22,192342.0
2796,255012.0
2747,187379.0
92,293462.0
210,180234.0
1858,224236.0
2228,180477.0
447,218456.0
827,255925.0
1649,228958.0
682,129101.0
2698,104801.0
494,162199.0
214,100632.0
2441,228411.0
2679,90348.0
1336,100974.0
465,173803.0
1524,132593.0
2543,108308.0
631,134794.0
2452,299090.0
228,161565.0
126,202812.0
1092,219629.0
1122,193053.0
932,235787.0
1980,71921.0
2171,99439.0
551,149477.0
2768,177780.0
2056,107076.0
1159,355402.0
2645,117173.0
1174,175774.0
2266,213016.0
2462,366474.0
1219,132962.0
2922,202327.0
118,151506.0
474,168159.0
2576,162673.0
872,286144.0
1077,213301.0
1536,141428.0
1150,114903.0
2341,299919.0
1931,125542.0
2785,114811.0
2538,123001.0
597,230829.0
464,192389.0
233,231271.0
2169,139342.0
2123,156674.0
1867,192986.0
137,275331.0
515,236399.0
933,118528.0
2784,166328.0
972,177640.0
599,154823.0
2614,118759.0
2582,145767.0
1409,143491.0
175,66044.0
352,216631.0
976,68679.0
2134,192579.0
984,103463.0
2396,329461.0
1673,152706.0
404,135845.0
607,172831.0
814,184871.0
868,190938.0
2271,187186.0
1633,237514.0
337,180385.0
2765,185363.0
1746,268082.0
368,299707.0
2806,213068.0
1662,199633.0
1234,222878.0
1373,125836.0
1672,94344.0
1939,121181.0
